waste_id,waste_date,organization_id,product_id,batch_id,location_id,quantity_wasted,unit,waste_reason,unit_cost
01e9fb71-e1f8-4a56-84f9-17be32142a7b,2026-08-27,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,89414700-a29c-442e-84b4-bd0e350e2a09,cb9f5c0b-1572-402e-8cb6-1261674358e6,19375bde-4d5a-47e5-bc1f-92c3473be236,412.15,kg,EXPIRED,35.0
17ea4fc1-5bce-4835-a731-487fbbac1b09,2026-08-28,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,89414700-a29c-442e-84b4-bd0e350e2a09,cb9f5c0b-1572-402e-8cb6-1261674358e6,19375bde-4d5a-47e5-bc1f-92c3473be236,89.44,kg,EXPIRED,35.0
0d49e27a-35ef-483b-8270-adfdc627a576,2026-08-29,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,89414700-a29c-442e-84b4-bd0e350e2a09,cb9f5c0b-1572-402e-8cb6-1261674358e6,19375bde-4d5a-47e5-bc1f-92c3473be236,212.78,kg,EXPIRED,35.0
37b3a63e-32b9-4853-933f-26338c4ef22a,2026-08-30,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,89414700-a29c-442e-84b4-bd0e350e2a09,cb9f5c0b-1572-402e-8cb6-1261674358e6,19375bde-4d5a-47e5-bc1f-92c3473be236,294.16,kg,EXPIRED,35.0
fd767a28-05dc-4963-800d-e1e82ca8fb0a,2026-08-31,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,89414700-a29c-442e-84b4-bd0e350e2a09,cb9f5c0b-1572-402e-8cb6-1261674358e6,19375bde-4d5a-47e5-bc1f-92c3473be236,352.05,kg,EXPIRED,35.0
ff0c6f31-3dfe-4d2f-929d-788d51d246a5,2026-09-01,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,89414700-a29c-442e-84b4-bd0e350e2a09,cb9f5c0b-1572-402e-8cb6-1261674358e6,19375bde-4d5a-47e5-bc1f-92c3473be236,229.89,kg,EXPIRED,35.0
80a41e30-40b6-49dc-9e90-a6b24d64971d,2026-09-02,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,89414700-a29c-442e-84b4-bd0e350e2a09,cb9f5c0b-1572-402e-8cb6-1261674358e6,19375bde-4d5a-47e5-bc1f-92c3473be236,225.56,kg,EXPIRED,35.0
39b97542-8055-4eac-a685-81622d79a743,2026-09-03,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,89414700-a29c-442e-84b4-bd0e350e2a09,cb9f5c0b-1572-402e-8cb6-1261674358e6,19375bde-4d5a-47e5-bc1f-92c3473be236,149.27,kg,EXPIRED,35.0
3f34052f-40a0-4dcf-a345-060e5500909d,2026-09-04,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,89414700-a29c-442e-84b4-bd0e350e2a09,cb9f5c0b-1572-402e-8cb6-1261674358e6,19375bde-4d5a-47e5-bc1f-92c3473be236,266.55,kg,EXPIRED,35.0
7cf5b7d9-d41f-41de-8cb0-d673e799ce25,2026-09-05,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,89414700-a29c-442e-84b4-bd0e350e2a09,cb9f5c0b-1572-402e-8cb6-1261674358e6,19375bde-4d5a-47e5-bc1f-92c3473be236,241.25,kg,EXPIRED,35.0
f5db0d7f-5484-484c-a0b7-60778d14f40d,2026-09-06,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,89414700-a29c-442e-84b4-bd0e350e2a09,cb9f5c0b-1572-402e-8cb6-1261674358e6,19375bde-4d5a-47e5-bc1f-92c3473be236,105.5,kg,EXPIRED,35.0
d7c236fa-82d4-4214-952d-5162ffaeb19a,2026-09-07,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,89414700-a29c-442e-84b4-bd0e350e2a09,cb9f5c0b-1572-402e-8cb6-1261674358e6,19375bde-4d5a-47e5-bc1f-92c3473be236,241.58,kg,EXPIRED,35.0
5e13714a-7e95-4edc-9d8b-5d6d49046cc1,2026-08-26,b20d8f39-c2e2-4853-a202-6f43e0041828,86c9d449-3f66-41d2-bfdb-d40385eca579,4a7fc09a-aada-4907-ab4e-482c3a6a066a,fb0ad8e0-e5e4-48b7-8eea-9e2a90d87475,17.09,L,SPOILED,42.0
f92651e2-8e2c-4ac3-b0b6-fc41448cbbc8,2026-08-27,b20d8f39-c2e2-4853-a202-6f43e0041828,86c9d449-3f66-41d2-bfdb-d40385eca579,4a7fc09a-aada-4907-ab4e-482c3a6a066a,fb0ad8e0-e5e4-48b7-8eea-9e2a90d87475,49.58,L,EXPIRED,42.0
e2a4f3b8-9f3c-4e6c-ba83-053588f1a6b2,2026-08-28,b20d8f39-c2e2-4853-a202-6f43e0041828,86c9d449-3f66-41d2-bfdb-d40385eca579,4a7fc09a-aada-4907-ab4e-482c3a6a066a,fb0ad8e0-e5e4-48b7-8eea-9e2a90d87475,67.57,L,EXPIRED,42.0
1fa4ff85-9d2b-4c19-9eb1-3eaa6e2ad4fb,2026-08-29,b20d8f39-c2e2-4853-a202-6f43e0041828,86c9d449-3f66-41d2-bfdb-d40385eca579,4a7fc09a-aada-4907-ab4e-482c3a6a066a,fb0ad8e0-e5e4-48b7-8eea-9e2a90d87475,34.51,L,EXPIRED,42.0
ae362b62-274d-4e96-84e7-a65939bac1fe,2026-08-30,b20d8f39-c2e2-4853-a202-6f43e0041828,86c9d449-3f66-41d2-bfdb-d40385eca579,4a7fc09a-aada-4907-ab4e-482c3a6a066a,fb0ad8e0-e5e4-48b7-8eea-9e2a90d87475,72.98,L,EXPIRED,42.0
02c93be0-a4c1-4a0b-9f7f-14121be21b4e,2026-08-31,b20d8f39-c2e2-4853-a202-6f43e0041828,86c9d449-3f66-41d2-bfdb-d40385eca579,4a7fc09a-aada-4907-ab4e-482c3a6a066a,fb0ad8e0-e5e4-48b7-8eea-9e2a90d87475,29.0,L,EXPIRED,42.0
c655823c-1146-4d94-86c9-465b44910726,2026-09-01,b20d8f39-c2e2-4853-a202-6f43e0041828,86c9d449-3f66-41d2-bfdb-d40385eca579,4a7fc09a-aada-4907-ab4e-482c3a6a066a,fb0ad8e0-e5e4-48b7-8eea-9e2a90d87475,59.2,L,EXPIRED,42.0
982cf1df-730d-4274-a96e-dfad5cf90504,2026-09-02,b20d8f39-c2e2-4853-a202-6f43e0041828,86c9d449-3f66-41d2-bfdb-d40385eca579,4a7fc09a-aada-4907-ab4e-482c3a6a066a,fb0ad8e0-e5e4-48b7-8eea-9e2a90d87475,28.72,L,EXPIRED,42.0
30111316-88c5-4a52-b766-035b9f7ab419,2026-09-03,b20d8f39-c2e2-4853-a202-6f43e0041828,86c9d449-3f66-41d2-bfdb-d40385eca579,4a7fc09a-aada-4907-ab4e-482c3a6a066a,fb0ad8e0-e5e4-48b7-8eea-9e2a90d87475,110.76,L,EXPIRED,42.0
90a9623b-71b5-4818-8427-8de34d3b49eb,2026-09-04,b20d8f39-c2e2-4853-a202-6f43e0041828,86c9d449-3f66-41d2-bfdb-d40385eca579,4a7fc09a-aada-4907-ab4e-482c3a6a066a,fb0ad8e0-e5e4-48b7-8eea-9e2a90d87475,174.93,L,EXPIRED,42.0
5c760b24-88c1-4fb0-9ffb-44be14fe9f5f,2026-09-05,b20d8f39-c2e2-4853-a202-6f43e0041828,86c9d449-3f66-41d2-bfdb-d40385eca579,4a7fc09a-aada-4907-ab4e-482c3a6a066a,fb0ad8e0-e5e4-48b7-8eea-9e2a90d87475,90.74,L,EXPIRED,42.0
b3e7ccc5-af21-4ec7-9307-510b6ef32ff2,2026-09-06,b20d8f39-c2e2-4853-a202-6f43e0041828,86c9d449-3f66-41d2-bfdb-d40385eca579,4a7fc09a-aada-4907-ab4e-482c3a6a066a,fb0ad8e0-e5e4-48b7-8eea-9e2a90d87475,73.31,L,EXPIRED,42.0
8f3965ce-cffd-415c-a261-d039e3139a1d,2026-09-07,b20d8f39-c2e2-4853-a202-6f43e0041828,86c9d449-3f66-41d2-bfdb-d40385eca579,4a7fc09a-aada-4907-ab4e-482c3a6a066a,fb0ad8e0-e5e4-48b7-8eea-9e2a90d87475,43.93,L,EXPIRED,42.0
4dea35cf-bc68-4215-9eb2-bbcff1e49d81,2026-09-05,b20d8f39-c2e2-4853-a202-6f43e0041828,89414700-a29c-442e-84b4-bd0e350e2a09,2d57c11e-6346-4143-8899-4862ca78dad5,9d693283-bf30-4162-af2e-08ff4700e06a,3.54,kg,SPOILED,35.0
41b84ba0-3606-474a-92c3-0feb1bc32c43,2026-09-07,b20d8f39-c2e2-4853-a202-6f43e0041828,89414700-a29c-442e-84b4-bd0e350e2a09,2d57c11e-6346-4143-8899-4862ca78dad5,9d693283-bf30-4162-af2e-08ff4700e06a,9.31,kg,SPOILED,35.0
2cabdbbc-4497-4bbc-8858-b2bbb38d95a6,2026-08-29,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,b84574d4-874a-4bc8-8811-bf540d30bb51,94cd1867-dce6-43e8-b50d-43da76700549,f88afad5-3d69-4d7f-8a1b-095720bc60a3,378.67,units,EXPIRED,0.0
2162f21d-4fc1-403b-b6ec-502affa8fda5,2026-08-30,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,b84574d4-874a-4bc8-8811-bf540d30bb51,94cd1867-dce6-43e8-b50d-43da76700549,f88afad5-3d69-4d7f-8a1b-095720bc60a3,284.54,units,EXPIRED,0.0
eecfc478-e8b3-4213-ad98-d7f7918ea7d4,2026-08-31,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,b84574d4-874a-4bc8-8811-bf540d30bb51,94cd1867-dce6-43e8-b50d-43da76700549,f88afad5-3d69-4d7f-8a1b-095720bc60a3,209.21,units,EXPIRED,0.0
f180e321-24e7-4b3c-8c47-9edcc321b9a8,2026-09-01,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,b84574d4-874a-4bc8-8811-bf540d30bb51,94cd1867-dce6-43e8-b50d-43da76700549,f88afad5-3d69-4d7f-8a1b-095720bc60a3,226.8,units,EXPIRED,0.0
9c1ef07d-9369-4312-940c-ca73abac6718,2026-09-02,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,b84574d4-874a-4bc8-8811-bf540d30bb51,94cd1867-dce6-43e8-b50d-43da76700549,f88afad5-3d69-4d7f-8a1b-095720bc60a3,230.71,units,EXPIRED,0.0
8ae3a61c-f19e-4719-b9c1-74f21b8df532,2026-09-03,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,b84574d4-874a-4bc8-8811-bf540d30bb51,94cd1867-dce6-43e8-b50d-43da76700549,f88afad5-3d69-4d7f-8a1b-095720bc60a3,237.28,units,EXPIRED,0.0
ba084add-9546-47aa-bb78-76f2e1582b95,2026-09-04,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,b84574d4-874a-4bc8-8811-bf540d30bb51,94cd1867-dce6-43e8-b50d-43da76700549,f88afad5-3d69-4d7f-8a1b-095720bc60a3,237.14,units,EXPIRED,0.0
71d40180-989f-40bc-89ee-efd76a33b03b,2026-09-05,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,b84574d4-874a-4bc8-8811-bf540d30bb51,94cd1867-dce6-43e8-b50d-43da76700549,f88afad5-3d69-4d7f-8a1b-095720bc60a3,171.56,units,EXPIRED,0.0
451497ab-c615-4eee-8d93-7d3683c893c9,2026-09-06,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,b84574d4-874a-4bc8-8811-bf540d30bb51,94cd1867-dce6-43e8-b50d-43da76700549,f88afad5-3d69-4d7f-8a1b-095720bc60a3,240.95,units,EXPIRED,0.0
88875086-eb01-4b93-8129-f010d661a878,2026-09-07,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,b84574d4-874a-4bc8-8811-bf540d30bb51,94cd1867-dce6-43e8-b50d-43da76700549,f88afad5-3d69-4d7f-8a1b-095720bc60a3,219.11,units,EXPIRED,0.0
00b22a4d-f2b8-4a0b-ab44-3928065da799,2026-08-24,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,7bd8bcc0-f3ca-44ed-80bc-c680e6693617,80ee4eab-d83d-4306-b05c-82f63a06d1a4,e9eb532b-94c4-4dc4-9da9-02c46bdb5835,4.82,units,SPOILED,0.0
94f4e3f3-de34-4d01-9fdb-c71c53bbc492,2026-08-27,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,7bd8bcc0-f3ca-44ed-80bc-c680e6693617,80ee4eab-d83d-4306-b05c-82f63a06d1a4,e9eb532b-94c4-4dc4-9da9-02c46bdb5835,96.85,units,EXPIRED,0.0
dd3b851f-6ea1-4ea5-b352-1d4bfad00c9d,2026-08-28,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,7bd8bcc0-f3ca-44ed-80bc-c680e6693617,80ee4eab-d83d-4306-b05c-82f63a06d1a4,e9eb532b-94c4-4dc4-9da9-02c46bdb5835,109.53,units,EXPIRED,0.0
95ea17b8-6ded-4af1-a54a-d94cdb383045,2026-08-29,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,7bd8bcc0-f3ca-44ed-80bc-c680e6693617,80ee4eab-d83d-4306-b05c-82f63a06d1a4,e9eb532b-94c4-4dc4-9da9-02c46bdb5835,61.51,units,EXPIRED,0.0
9325442f-24a4-4f11-96f9-f2e16e347990,2026-08-30,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,7bd8bcc0-f3ca-44ed-80bc-c680e6693617,80ee4eab-d83d-4306-b05c-82f63a06d1a4,e9eb532b-94c4-4dc4-9da9-02c46bdb5835,111.23,units,EXPIRED,0.0
547ba273-f0e8-40c9-9103-98c989fbb46a,2026-08-31,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,7bd8bcc0-f3ca-44ed-80bc-c680e6693617,80ee4eab-d83d-4306-b05c-82f63a06d1a4,e9eb532b-94c4-4dc4-9da9-02c46bdb5835,79.62,units,EXPIRED,0.0
6963f3d9-f97e-480f-807c-19f4222fcfda,2026-09-01,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,7bd8bcc0-f3ca-44ed-80bc-c680e6693617,80ee4eab-d83d-4306-b05c-82f63a06d1a4,e9eb532b-94c4-4dc4-9da9-02c46bdb5835,152.43,units,EXPIRED,0.0
e9cfe39d-b8d6-4bd0-aae6-4de4c470f8d2,2026-09-02,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,7bd8bcc0-f3ca-44ed-80bc-c680e6693617,80ee4eab-d83d-4306-b05c-82f63a06d1a4,e9eb532b-94c4-4dc4-9da9-02c46bdb5835,33.1,units,EXPIRED,0.0
f6292328-03e9-4f66-b0f1-fef02a6ca540,2026-09-03,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,7bd8bcc0-f3ca-44ed-80bc-c680e6693617,80ee4eab-d83d-4306-b05c-82f63a06d1a4,e9eb532b-94c4-4dc4-9da9-02c46bdb5835,166.03,units,EXPIRED,0.0
db1788a6-6901-4e60-8f09-17021faba538,2026-09-04,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,7bd8bcc0-f3ca-44ed-80bc-c680e6693617,80ee4eab-d83d-4306-b05c-82f63a06d1a4,e9eb532b-94c4-4dc4-9da9-02c46bdb5835,120.0,units,EXPIRED,0.0
c3cf204a-82e8-4685-bb9f-ab1944220cac,2026-09-05,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,7bd8bcc0-f3ca-44ed-80bc-c680e6693617,80ee4eab-d83d-4306-b05c-82f63a06d1a4,e9eb532b-94c4-4dc4-9da9-02c46bdb5835,42.88,units,EXPIRED,0.0
a077ef79-bc52-4af2-8f5c-4d6be5da160a,2026-09-06,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,7bd8bcc0-f3ca-44ed-80bc-c680e6693617,80ee4eab-d83d-4306-b05c-82f63a06d1a4,e9eb532b-94c4-4dc4-9da9-02c46bdb5835,210.73,units,EXPIRED,0.0
68be649f-162a-4629-a095-2e05f6f7778d,2026-09-07,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,7bd8bcc0-f3ca-44ed-80bc-c680e6693617,80ee4eab-d83d-4306-b05c-82f63a06d1a4,e9eb532b-94c4-4dc4-9da9-02c46bdb5835,78.84,units,EXPIRED,0.0
79bb906c-aa6b-4cbe-829d-36e8af128353,2026-08-25,de2aa412-e109-4bcf-b6e9-9d9ad0b05e22,634638dd-37cc-4f1e-b442-bc59bc3bfb7c,284b7bf2-898c-40d5-8aba-619a7128ac28,19375bde-4d5a-47e5-bc1f-92c3473be236,5.78,kg,SPOILED,0.0
