sale_id,date,organization_id,product_id,location_id,quantity_sold,unit,unit_price,promotion_flag
ccf93d2d-def7-47f6-a7b3-0a9e82c8fb11,2025-10-28,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,6.0,kg,102.54,False
16255f9c-6418-4457-922b-91db0fc8a7b4,2025-10-29,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,5.0,kg,99.15,False
57515283-5e6e-4fdc-a8eb-757ff412f0da,2025-10-30,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,5.0,kg,126.82,False
3482e856-a046-4ada-b587-f27463ccdec3,2025-10-31,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,6.0,kg,116.36,False
8a484623-bf48-4330-896f-8859e868c1ac,2025-11-01,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,8.0,kg,122.5,False
1af9b79b-a4ce-4a3c-9310-3d95d6bddbe2,2025-11-02,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,8.0,kg,123.15,False
e7bbf32f-730f-4007-bf38-2f12738e826e,2025-11-03,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,5.0,kg,92.02,False
0fa4fb00-e419-46ee-93d4-5bc9b2872a20,2025-11-04,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,5.0,kg,92.78,False
2071afe7-2b25-4bb4-8f3e-83e83afca745,2025-11-05,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,6.0,kg,127.15,False
68b679c7-df91-406b-bf72-505b666abf1c,2025-11-06,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,7.0,kg,94.32,False
ec9ff745-79dc-4d04-b0a2-0acd738d2a49,2025-11-07,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,5.0,kg,129.88,False
5f57c177-6649-40e1-9470-d6f29d3028d0,2025-11-08,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,7.0,kg,111.44,False
7d9b3580-9580-4e58-91c8-15c21bf2a826,2025-11-09,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,7.0,kg,122.42,True
065bf464-ac18-4fda-8de3-269ff38a002f,2025-11-10,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,5.0,kg,97.14,False
2c57a703-6630-417c-a2ee-4256d45192ec,2025-11-11,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,6.0,kg,102.6,False
668c2ce2-984e-426f-acd2-f89f9d99a360,2025-11-12,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,7.0,kg,108.93,False
c2d2a10a-b13b-4e7a-97ad-d41efd732a55,2025-11-13,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,6.0,kg,113.57,False
d1c383d2-39e0-480e-b3a7-9eedd3597bbd,2025-11-14,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,7.0,kg,100.05,False
f73697b7-d901-4d55-aeea-531972127159,2025-11-15,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,8.0,kg,131.81,False
7b10f173-f8a5-4264-aaaa-ea41e4b03b03,2025-11-16,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,6.0,kg,109.52,False
00f96661-0629-4396-9c5d-771124797d2e,2025-11-17,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,6.0,kg,100.99,False
11e512ce-192f-4e9e-a9f8-d4b433a25960,2025-11-18,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,7.0,kg,115.53,False
d5d8934d-6337-4099-8e20-7ec3a8bf7e63,2025-11-19,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,6.0,kg,100.81,False
dd0b70d4-812e-4b56-8acb-47707cabc6af,2025-11-20,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,9.0,kg,117.24,True
43bb8d47-b72d-4490-9cd9-bf241a91202e,2025-11-21,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,3.0,kg,126.39,False
e0cd5714-6212-4854-a936-ab685ec3368c,2025-11-22,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,10.0,kg,101.52,True
2865540c-ac4b-4335-959c-16920883e6ae,2025-11-23,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,7.0,kg,100.57,False
8035b17f-e2e7-4976-94ae-671192f17357,2025-11-24,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,6.0,kg,129.42,False
843049aa-330b-4949-962e-150ceef4270f,2025-11-25,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,6.0,kg,110.91,False
7bf50a50-93a8-4fb5-98be-8e095e181733,2025-11-26,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,4.0,kg,124.3,False
c49291e1-1a1c-46a0-a9ec-3d260d424671,2025-11-27,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,6.0,kg,95.88,False
804dd5d7-92c9-4e2e-a28f-3e124395d3a7,2025-11-28,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,6.0,kg,110.68,False
01e30b5c-deb1-48a1-815e-9f2a8b00b876,2025-11-29,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,9.0,kg,118.93,False
5f56c0ac-b5b0-423a-9e8b-eaaa0ea2f8e6,2025-11-30,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,7.0,kg,95.94,False
09dc682b-4db1-4413-9c6e-b0282fc3a464,2025-12-01,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,5.0,kg,105.57,False
e93e71e7-557b-4062-bf4b-e7beb92907bd,2025-12-02,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,5.0,kg,101.95,False
483a09b9-8bf5-4e85-ace3-cd598cf8e8c2,2025-12-03,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,7.0,kg,108.88,False
59e6a3f1-533b-497e-ac19-d5b09e4fff67,2025-12-04,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,6.0,kg,101.99,False
5bc3f568-2c3c-4cff-9646-face004c4303,2025-12-05,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,5.0,kg,109.73,False
62602ab5-50c1-4583-97c2-c0fe2caac1c1,2025-12-06,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,8.0,kg,114.01,False
d85b3d44-060e-43ec-b54c-863401124012,2025-12-07,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,9.0,kg,131.97,True
59c190ee-240f-4797-8a53-a82a0a1273cb,2025-12-08,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,7.0,kg,129.05,False
79e71927-9add-4787-be53-f96c08bff88a,2025-12-09,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,5.0,kg,98.65,False
a067d9b3-70cb-4fd1-9334-09c27c1d26a0,2025-12-10,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,6.0,kg,100.55,False
198eff5a-da2b-4c52-b58d-b3052c2fb867,2025-12-11,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,6.0,kg,94.35,False
48c8a5ff-a189-43fc-9114-f064a2c01402,2025-12-12,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,5.0,kg,131.41,False
c42b426a-fa63-4db1-b18b-f35ead5381ab,2025-12-13,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,8.0,kg,123.36,False
19a5caeb-cc29-46aa-894d-7ae88f2cc4c2,2025-12-14,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,8.0,kg,108.92,False
d4c22b37-da49-459b-897b-9e7ae4c7bb88,2025-12-15,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,6.0,kg,114.23,False
119f163f-5e72-4253-8634-8bc6353a1f74,2025-12-16,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,6.0,kg,98.19,False
dcfc6d3d-1dab-49e8-aef3-6f151fc03794,2025-12-17,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,5.0,kg,130.75,False
19759f0d-143e-4a8d-a9c5-91734c9806d8,2025-12-18,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,6.0,kg,113.69,False
0e287201-a51a-49a8-bddc-c8c88394f405,2025-12-19,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,6.0,kg,94.29,False
a02aa497-2ed4-4a22-8f78-47f45549bb97,2025-12-20,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,7.0,kg,112.11,False
46f4487a-9ca0-4602-b8ed-dee4c063b630,2025-12-21,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,7.0,kg,98.3,False
7cc7db99-7fa3-4431-afb5-e7c00ac5fd64,2025-12-22,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,7.0,kg,99.43,False
